"cluster","vd","capac_prod","prac_empre","abs_ih","prop_calif","gest_rrhh","orga_tec","prop_capac","vinc_inst","d_especinsum","d_especproce","d_trazabilidad","d_problemas","d_mejoracont","d_diseno","d_deptoid","d_montcomp","d_montec","prop_prof","prop_tec","d_rrhhdto","d_perffor","d_evaldes","d_sistemas","d_sapoydec","d_softgest","capacit_nojer","capacit_ger","capacit_sup","d_vincpub","d_vincfir","d_vincase","tam_mue","k_inac","rama_act","exporta","innovo","ing","dai","did","empleo","tc.va.tr","tc.empleo","tc.ventas"
"3",FALSE,3,1,0,10.8078896133354,3,2,0,2,1,1,1,0,1,0,0,0,1,12.1726152573256,9.44316396934519,1,1,1,1,0,1,0,0,0,1,1,0,"Grande",1,"Otros productos de metal",1,1,71124731.8969818,1,0,134,103.521031035218,7.75193798449612,141.651589506896
"3",TRUE,3,3,3,42.2519068233354,1,3,16.6666666666667,1,1,1,1,1,1,1,1,1,1,30.0226757369614,54.4811379097093,0,1,0,1,1,1,10,20,20,1,0,0,"Mediana",0,"Maquinaria Agropecuaria y Forestal",1,1,14275683.9958743,1,0,35.6666666666667,154.00879242409,96,407.38062412315
"4",FALSE,3,2,2,15.2498680631673,1,1,100,2,1,1,1,1,1,0,1,1,0,14.0214346608209,16.4783014655138,1,0,0,1,0,0,100,100,100,1,1,0,"Grande",0,"Productos lacteos",1,1,42057611.6613099,1,0,112,78.8990163902246,16.6666666666667,91.9882140588484
"3",TRUE,3,3,3,11.404781647319,3,2,8.33333333333333,1,1,1,1,1,1,1,1,1,1,19.9626865671642,2.84687672747374,1,1,1,1,0,1,5,10,10,1,0,0,"Mediana",1,"Instrumentos medicos",0,1,37411982.6423293,1,1,70.3333333333333,-18.9159557134793,-6.94444444444444,29.6020114228725
"4",FALSE,1,3,2,13.4795208913277,3,2,60,2,0,0,1,1,1,1,0,1,1,7.67670344928871,19.2823383333667,1,1,1,1,0,1,60,60,60,1,1,0,"Grande",1,"Autopartes",0,1,95281454.9230395,1,0,169,238.015443849842,-15.2173913043478,29.5023120596798
"4",TRUE,3,3,3,8.31822738570978,2,3,83.3333333333333,3,1,1,1,1,1,1,1,1,1,10.3352147104465,6.3012400609731,1,0,1,1,1,1,100,50,100,1,1,1,"Grande",0,"Material electrico, radio, television",1,1,39910096.4374911,1,1,105.666666666667,270.285726600287,24.7311827956989,79.7361507545489
"1",FALSE,0,0,1,4.13642821091486,2,1,66.6666666666667,3,0,0,0,0,0,0,0,1,1,5.16155598371879,3.11130043811093,1,1,0,1,0,0,100,0,100,1,1,1,"Grande",0,"Otros minerales no metalicos",0,1,70127596.7290753,1,0,180.333333333333,71.7435187581492,16.0493827160494,31.6256330830805
"4",FALSE,3,3,3,8.82742393257275,3,3,13.3333333333333,2,1,1,1,1,1,1,1,1,1,9.6072706915478,8.04757717359769,1,1,1,1,1,1,0,10,30,1,1,0,"Grande",0,"Muebles",1,1,36500388.5784239,1,0,170,56.3972241067107,8.38323353293413,93.2519182036777
"3",TRUE,3,2,3,3.15411396840081,1,2,20,1,1,1,1,1,0,1,1,1,1,3.54842116994875,2.75980676685287,1,0,0,1,0,1,0,20,40,0,1,0,"Grande",0,"Productos textiles",1,1,294457143.456807,1,0,NA,39.0205460244815,NA,38.4948898413027
"4",FALSE,3,3,1,24.9543662840566,3,2,20,3,1,1,1,1,1,1,1,0,1,23.551816192982,26.3569163751313,1,1,1,1,0,1,20,20,20,1,1,1,"Grande",0,"Alimentos",1,0,28642377.3956798,1,0,82.3333333333333,-21.7680591115489,-24.6913580246914,-41.1915156873532
"4",FALSE,3,3,3,12.7068978128886,3,3,13.3333333333333,0,1,1,1,1,1,1,1,1,1,13.0561773096335,12.3576183161437,1,1,1,1,1,1,0,20,20,0,0,0,"Mediana",0,"Papel",1,0,43868639.5233374,1,0,97,-14.3465921701412,-5.10204081632653,32.1930399097973
"4",FALSE,3,3,2,3.55212365989407,3,3,100,1,1,1,1,1,1,1,1,1,1,3.21907923692696,3.88516808286117,1,1,1,1,1,1,100,100,100,0,0,1,"Grande",1,"Productos de caucho y plastico",1,1,206295016.505406,1,0,NA,25.7468536670697,NA,154.263784245326
"3",FALSE,2,2,2,5.55212347296304,1,1,0,2,1,0,1,0,1,1,0,1,1,6.20057126640071,4.90367567952538,1,0,0,1,0,0,0,0,0,1,1,0,"Grande",0,"Productos de caucho y plastico",1,0,56226244.4511801,0,0,123.333333333333,96.241274167515,-18.705035971223,35.4677550114063
"3",FALSE,3,0,1,17.079945799458,2,3,11,1,1,1,1,0,0,0,0,0,0,26.8399148277197,7.31997677119628,1,1,0,1,1,1,0,33,0,0,1,0,"Mediana",0,"Farmaceuticas",0,0,6652916.79634003,0,0,41,82.8295082854133,-2.4390243902439,95.2791216118529
"4",FALSE,3,2,2,26.339497392129,1,2,66.6666666666667,3,1,1,1,1,0,1,1,1,0,29.4689426268373,23.2100521574206,1,0,0,1,1,0,100,0,100,1,1,1,"Mediana",NA,"Instrumentos medicos",1,0,5236927.41638438,1,0,37.3333333333333,43.9497812076443,2.7027027027027,47.0405884092561
"1",FALSE,1,1,1,2.60909098041901,1,1,0,3,0,0,1,1,0,0,0,1,0,3.79459432856006,1.42358763227796,0,1,0,1,0,0,0,0,0,1,1,1,"Grande",0,"Productos textiles",0,0,31008336.9713226,1,0,213,44.5675108487168,1.29870129870146,49.2544470303613
"4",TRUE,3,2,2,8.17848636814154,2,3,43.3333333333333,2,1,1,1,1,0,1,0,1,1,7.95093122679329,8.40604150948978,1,0,1,1,1,1,30,50,50,1,0,1,"Grande",0,"Frigorificos",1,1,120421324.737751,1,0,111.666666666667,-30.244095679133,252.380952380952,137.377408611917
"4",FALSE,3,3,1,1.63971236391473,2,2,66.6666666666667,0,1,1,1,1,1,1,0,0,1,1.13083611304464,2.14858861478481,1,1,0,1,0,1,100,0,100,0,0,0,"Grande",0,"Frigorificos",0,0,294457143.456807,0,0,NA,13.193798124963,NA,38.4948898413027
"3",FALSE,2,1,2,6.25182689118133,1,2,46.6666666666667,0,1,1,0,1,0,0,1,0,1,5.68347899198303,6.82017479037963,1,0,0,1,0,1,30,10,100,0,0,0,"Grande",0,"Material electrico, radio, television",1,0,53189875.4577602,1,0,176.666666666667,48.2253233374334,16.6666666666667,56.1697295742054
"4",TRUE,3,3,3,11.3970588235294,3,3,58.3333333333333,2,1,1,1,1,1,1,1,1,1,11.1764705882353,11.6176470588235,1,1,1,1,1,1,25,100,50,1,0,1,"Mediana",0,"Instrumentos medicos",1,1,42175451.4713449,1,1,83.3333333333333,126.383964311058,6.25,100.422947078363
"2",FALSE,2,2,1,24.9145299145299,0,0,0,2,1,0,1,1,0,1,1,0,1,23.0769230769231,26.7521367521368,0,0,0,0,0,0,0,0,0,1,1,0,"Mediana",0,"Instrumentos medicos",1,1,3752171.0827718,1,0,28.6666666666667,53.7716327806982,15.3846153846154,59.8132429797201
"3",FALSE,3,0,2,1.21367094636256,2,1,0,1,1,1,1,0,0,0,0,1,1,1.30309342443827,1.12424846828685,1,1,0,1,0,0,0,0,0,1,0,0,"Grande",0,"Vinos y otras bebidas fermentadas",0,1,294457143.456807,1,0,NA,-13.3092838850941,NA,38.4948898413027
"1",FALSE,2,0,2,5.69594034797017,0,1,0,2,1,0,1,0,0,0,0,1,1,11.3918806959403,0,0,0,0,1,0,0,0,0,0,0,1,1,"Mediana",0,"Productos quimicos",0,0,17599401.5194798,1,0,70,NA,4.41176470588235,94.5590147480908
"4",TRUE,3,3,3,12.7671451355662,1,3,70,3,1,1,1,1,1,1,1,1,1,15.0558213716108,10.4784688995215,1,0,0,1,1,1,80,50,80,1,1,1,"Grande",0,"Productos lacteos",0,1,60332758.483726,1,1,97.6666666666667,175.223027791329,-20,103.942785616621
"3",FALSE,3,3,3,8.70481356067643,3,2,0,1,1,1,1,1,1,1,1,1,1,17.4096271213529,0,1,1,1,1,0,1,0,0,0,1,0,0,"Grande",0,"Aparatos de uso domestico",0,1,52207543.6645058,1,0,172,26.2742997283175,12.5827814569536,39.1654025844128
"3",FALSE,3,1,3,6.76072369997603,2,2,0,0,1,1,1,1,0,0,1,1,1,5.97292115983705,7.54852624011502,1,1,0,1,0,1,0,0,0,0,0,0,"Grande",0,"Productos de caucho y plastico",1,1,28848012.4675519,1,0,106,40.9954172901992,0,27.9947915714321
"4",FALSE,3,1,2,12.1174016696405,3,3,0,3,1,1,1,1,0,0,0,1,1,18.3763997196833,5.85840361959765,1,1,1,1,1,1,0,0,0,1,1,1,"Mediana",0,"Edicion",0,1,6267431.64859154,1,0,74,102.149165678267,-14.1025641025641,47.5537473812553
"1",FALSE,0,0,2,1.44584290613658,1,3,50.3333333333333,1,0,0,0,0,0,0,0,1,0,2.5450004994506,0.346685312822562,1,0,0,1,1,1,70,1,80,0,0,1,"Grande",0,"Cuero",1,0,87753401.4176145,1,0,296.666666666667,68.5307934301187,1.96292257360959,47.8553016707887
"4",TRUE,3,2,2,5.01113744835088,2,2,30,2,1,1,1,1,0,1,0,1,1,4.17876038143634,5.84351451526541,1,1,0,1,1,0,30,30,30,0,1,1,"Grande",0,"Otros productos de metal",0,0,94453252.4461621,1,1,159.333333333333,57.907709572717,8.60927152317881,49.4480567669979
"4",FALSE,3,3,2,2.73748757024073,2,2,0,2,1,1,1,1,1,1,0,1,1,3.16216675573384,2.31280838474761,1,1,0,1,0,1,0,0,0,1,1,0,"Grande",0,"Cuero",0,1,50954964.0317012,1,0,255,60.2053749204295,11.9081779053086,53.3549194795569
"4",FALSE,3,3,2,10.0675418419035,3,1,30,2,1,1,1,1,1,1,0,1,1,8.29547867067408,11.8396050131329,1,1,1,1,0,0,40,50,0,1,1,0,"Grande",0,"Productos de caucho y plastico",0,1,31220006.3463959,1,0,104.666666666667,77.1380092046861,2.02020202020202,33.7429187114725
"3",FALSE,3,2,0,1.97066511462043,2,2,33.3333333333333,1,1,1,1,1,0,1,0,0,1,0.985332557310216,2.95599767193065,1,1,0,1,0,1,0,0,100,0,1,0,"Grande",0,"Frigorificos",0,0,124334396.96895,0,0,195.555555555555,138.258027706459,20.4225352112678,28.3972089790749
"3",FALSE,3,3,2,6.0508341371057,3,2,0,0,1,1,1,1,1,1,0,1,1,1.93634874884135,10.1653195253701,1,1,1,1,0,1,0,0,0,0,0,0,"Grande",1,"Frigorificos",1,0,NA,0,0,NA,NA,NA,NA
"4",TRUE,3,3,0,7.95625942684766,3,2,66.6666666666667,1,1,1,1,1,1,1,0,0,0,10.9426847662142,4.96983408748115,1,1,1,1,1,0,80,40,80,0,0,1,"Mediana",0,"Alimentos",1,1,26365048.2244653,1,0,67,112.773052982696,0,49.8284760571976
"3",FALSE,1,3,2,5.35165747494514,2,1,33.3333333333333,1,0,0,1,1,1,1,0,1,1,2.62809108699519,8.07522386289509,1,1,0,1,0,0,65,10,25,0,1,0,"Grande",0,"Frigorificos",1,0,189171436.994024,1,0,295.222222222222,124.309515396072,-6.55737704918033,88.7734061870561
"4",FALSE,3,3,1,19.1249565996016,3,3,43.3333333333333,2,1,1,1,1,1,1,0,1,1,20.0656031284834,18.1843100707198,1,1,1,1,1,1,70,40,20,0,1,1,"Mediana",0,"Muebles",0,1,5562657.84635735,1,0,33.3333333333333,14.025470220443,27.5862068965517,63.4705975778661
"3",FALSE,3,3,2,11.2225193107546,2,1,0,1,1,1,1,1,1,1,1,0,1,15.9387997623292,6.50623885918004,1,1,0,1,0,0,0,0,0,0,0,1,"Mediana",0,"Maquinaria y equipo",1,1,10656177.2807257,1,0,46.3333333333333,13.992136915106,0,1.80986209154898
"2",FALSE,3,3,1,3.4761995169235,2,1,0,0,1,1,1,1,1,1,0,1,1,3.19537174740795,3.75702728643905,1,0,1,1,0,0,0,0,0,0,0,0,"Grande",1,"Alimentos",1,1,27720632.084048,1,0,281.222222222222,174.178766816749,17.1800947867301,64.3338781889056
"1",FALSE,0,0,1,20.1231742803062,1,0,100,0,0,0,0,0,0,0,0,0,1,15.6312681865695,24.615080374043,1,0,0,0,0,0,100,100,100,0,0,0,"Mediana",0,"Material electrico, radio, television",0,0,12971267.8841737,0,0,46,-8.89276374510024,42.1052631578947,30.2457755628364
"4",TRUE,2,3,3,21.6941391941392,3,2,66.6666666666667,0,1,0,1,1,1,1,1,1,0,38.8522588522589,4.53601953601954,1,1,1,1,0,1,0,100,100,0,0,0,"Pequena",NA,"Maquinaria Agropecuaria y Forestal",0,1,16154530.0247552,1,0,22.3333333333333,NA,-19.2307692307692,39.6088235597254
"2",FALSE,1,2,1,13.8277757666381,0,1,83.3333333333333,1,0,0,1,1,0,1,0,1,0,14.1404815839015,13.5150699493747,0,0,0,1,0,0,100,50,100,0,1,0,"Grande",0,"Productos quimicos",0,1,35112624.1593084,1,0,198,112.090564552936,-3.62694300518135,69.0802301704889
"2",FALSE,3,3,0,25.0237416904083,1,2,0,1,1,1,1,1,1,1,0,0,0,31.2915479582146,18.7559354226021,0,1,0,1,0,1,0,0,0,0,1,0,"Mediana",1,"Productos quimicos",1,1,35503521.9270699,0,0,26.6666666666667,36.6498451563159,3.84615384615385,42.0583259890734
"3",FALSE,3,3,3,5.56659285472845,1,3,0,2,1,1,1,1,1,1,1,1,1,5.56659285472845,5.56659285472845,1,0,0,1,1,1,0,0,0,1,1,0,"Grande",0,"Confecciones",1,1,21256014.4139919,1,0,179.666666666667,137.368682916853,1.11111111111111,83.8746292210497
"3",FALSE,3,1,3,7.30135168393114,3,3,13.3333333333333,1,1,1,1,1,0,0,1,1,1,7.40818929076875,7.19451407709354,1,1,1,1,1,1,5,25,10,0,1,0,"Grande",1,"Autopartes",0,1,16635938.0231058,1,0,140,NA,-18.5897435897436,-83.4390598354386
"4",FALSE,2,2,1,3.63738192025427,1,2,66.6666666666667,3,0,1,1,1,1,0,0,1,0,3.53033523786512,3.74442860264342,1,0,0,1,0,1,100,0,100,1,1,1,"Grande",0,"Material electrico, radio, television",1,1,294457143.456807,1,0,270,46.1581842085766,-23.4857849196541,38.4948898413027
"4",FALSE,3,2,2,10.5676328502415,1,2,66.6666666666667,2,1,1,1,1,0,1,0,1,1,12.6811594202899,8.45410628019323,0,1,0,0,1,1,100,0,100,1,0,1,"Pequena",0,"Farmaceuticas",1,1,5738870.58500936,1,0,23.6666666666667,69.9410562494604,4.34782608695652,56.7656447264
"2",FALSE,2,3,1,4.1826247870332,2,1,8.33333333333333,1,0,1,1,1,1,1,0,0,1,3.02286227379472,5.34238730027168,1,0,1,1,0,0,10,5,10,0,0,1,"Grande",0,"Maquina herramienta en general",0,0,5667141.30687999,0,0,133.666666666667,16.0298543315833,40.3508771929825,70.4735327522847
"3",FALSE,1,1,2,26.4705882352941,1,1,0,1,0,0,1,1,0,0,0,1,1,35.2941176470588,17.6470588235294,0,1,0,1,0,0,0,0,0,0,0,1,"Pequena",0,"Vinos y otras bebidas fermentadas",1,0,1656151.8083364,1,0,17,11.7059982487126,0,-0.769120412695748
"3",FALSE,3,1,2,5.79641523935002,2,3,0,2,1,1,1,1,0,0,0,1,1,7.2395147123408,4.35331576635925,1,1,0,1,1,1,0,0,0,0,1,1,"Grande",0,"Madera",0,0,14422138.4351243,1,0,92,153.12876061757,4.54545454545455,74.2189311437152
"4",FALSE,3,3,3,7.72241470971053,2,2,50,3,1,1,1,1,1,1,1,1,1,7.91930191204238,7.52552750737868,1,1,0,1,1,0,40,50,60,1,1,1,"Grande",0,"Material electrico, radio, television",0,0,16027354.759262,1,0,103.666666666667,37.1761102743359,26.4367816091954,83.1050873563785
"4",TRUE,3,2,3,6.13826679649465,1,2,83.3333333333333,3,1,1,1,1,1,0,1,1,1,4.78178080709727,7.49475278589202,1,0,0,1,1,0,100,50,100,1,1,1,"Grande",0,"Carrocerias,  remolques y semirremolques",1,1,42666488.0300895,1,0,146,39.2135686327184,21.5384615384615,72.3816530078385
"2",FALSE,3,2,2,12.1364198258144,0,1,0,1,1,1,1,1,0,1,0,1,1,13.6006523076693,10.6721873439595,0,0,0,1,0,0,0,0,0,0,1,0,"Mediana",0,"Alimentos",1,1,29322800.4195393,1,0,56.3333333333333,244.790939926309,11.3207547169811,85.3506072404878
"1",FALSE,0,0,0,1.98947503529714,2,2,33.3333333333333,1,0,0,0,0,0,0,0,0,0,3.97895007059427,0,1,1,0,1,0,1,100,0,0,0,0,1,"Mediana",0,"Maquinaria y equipo",0,0,9387560.27861467,0,0,100.666666666667,80.3899350306777,-7.54716981132075,17.5415473862308
"1",FALSE,0,1,1,6.9750816993464,2,1,0,0,0,0,0,0,1,0,0,1,1,13.9501633986928,0,1,1,0,1,0,0,0,0,0,0,0,0,"Mediana",0,"Madera",1,0,2573745.29401203,1,0,57,296.753038565784,-20.3125,195.697982845087
"2",FALSE,3,1,1,7.35544217687077,1,2,0,0,1,1,1,1,0,0,0,1,0,4.36507936507937,10.3458049886622,0,1,0,1,0,1,0,0,0,0,0,0,"Grande",0,"Productos textiles",1,1,40600630.7539165,1,0,145,33.3601125217149,2.08333333333333,19.4960758136246
"4",FALSE,3,3,2,20.6643151087596,3,2,10,3,1,1,1,1,1,1,1,1,1,11.4959114959115,29.8327187216076,1,1,1,1,0,1,10,10,10,1,1,1,"Mediana",1,"Maquinaria y equipo",0,0,38828923.3016092,1,0,78.3333333333333,-9.56224051943488,-4.93827160493827,-14.028302716006
"3",FALSE,3,1,2,23.0769230769231,2,2,0,0,1,1,1,1,0,0,0,1,0,38.4615384615385,7.69230769230769,1,1,0,1,0,1,0,0,0,0,0,0,"Pequena",NA,"Vinos y otras bebidas fermentadas",1,0,5904961.60995082,0,0,13,165.774639742449,0,62.4426848242832
"4",FALSE,2,3,2,12.0165945165945,3,1,33.3333333333333,2,1,0,1,1,1,1,0,1,1,21.0290404040404,3.00414862914863,1,1,1,1,0,0,60,10,30,1,0,1,"Mediana",0,"Productos quimicos",1,1,8905176.83523847,1,0,33.3333333333333,57.1360302607079,3.125,61.6731968814167
"4",FALSE,3,1,2,2.62766023453496,1,0,66.6666666666667,2,1,1,1,1,0,0,0,1,1,3.15126195252769,2.10405851654223,1,0,0,0,0,0,90,20,90,1,0,1,"Grande",0,"Productos lacteos",0,0,28796303.1879985,0,0,229.444444444444,75.6736654780437,-18.8445667125169,64.8585483309103
"3",FALSE,3,3,3,2.55016912732124,1,2,0,1,1,1,1,1,1,1,1,1,0,1.51178883441001,3.58854942023246,1,0,0,1,0,1,0,0,0,0,1,0,"Mediana",0,"Muebles",1,1,10643260.6155946,1,0,66.6666666666667,246.685243472537,-19.1780821917808,159.273222148441
"1",FALSE,0,0,0,4.1159188034188,3,1,0,1,0,0,0,0,0,0,0,0,0,5.85826210826211,2.3735754985755,1,1,1,1,0,0,0,0,0,0,1,0,"Grande",0,"Otras",0,0,13108975.212178,0,0,96.6666666666667,-35.3541758119603,6.66666666666667,-52.8245631928073
"1",FALSE,0,0,0,12.1633268692092,0,1,0,0,0,0,0,0,0,0,0,0,1,16.4404223227753,7.88623141564318,0,0,0,1,0,0,0,0,0,0,0,0,"Mediana",0,"Papel",1,0,13221898.1775709,1,0,38.3333333333333,19.4563011069846,14.7058823529412,28.6550815922447
"1",FALSE,1,1,0,38.7362637362638,0,1,66.6666666666667,2,0,0,1,1,0,0,0,0,1,47.4358974358974,30.0366300366301,0,0,0,1,0,0,100,0,100,1,1,0,"Pequena",0,"Maquina herramienta en general",1,0,5064215.32787093,1,0,13.3333333333333,-73.5265735322433,7.69230769230769,4.82779546661842
"3",TRUE,2,1,2,3.81691051178095,2,1,0,2,1,1,0,0,0,1,0,1,1,5.80899778678732,1.82482323677458,1,1,0,1,0,0,0,0,0,0,1,1,"Mediana",0,"Productos quimicos",0,1,91316831.9224424,1,0,56,-3.46859982857778,37.7777777777778,38.61990323753
"4",TRUE,3,3,3,14.2787524366472,2,2,96.6666666666667,2,1,1,1,1,1,1,1,1,1,1.75438596491228,26.8031189083821,1,0,1,1,0,1,90,100,100,1,0,1,"Pequena",0,"Instrumentos medicos",1,1,3603154.34538619,1,1,18.6666666666667,708.89652869254,0,15.4653885340442
"2",FALSE,3,0,0,13.8205128205128,1,1,26.6666666666667,2,1,1,1,0,0,0,0,0,1,27.6410256410256,0,0,1,0,1,0,0,80,0,0,0,1,1,"Pequena",NA,"Farmaceuticas",1,0,NA,1,0,25.3333333333333,NA,-3.84615384615385,NA
"2",FALSE,3,2,1,27.8571428571429,1,0,0,1,1,1,1,1,0,1,0,0,1,51.1111111111111,4.6031746031746,1,0,0,0,0,0,0,0,0,0,0,1,"Pequena",0,"Edicion",1,0,3031876.88551486,0,0,13.6666666666667,34.5606834807168,-20,8.58988514683136
"2",FALSE,3,3,0,2.53272918841522,2,1,0,1,1,1,1,1,1,1,0,0,1,4.05236670146436,1.01309167536609,1,1,0,1,0,0,0,0,0,1,0,0,"Grande",0,"Productos quimicos",1,1,4806362.12642399,1,0,322,NA,-20.1696512723847,92.1496045182116
"1",FALSE,2,1,0,33.2989336085311,0,1,33.3333333333333,0,1,0,1,0,0,1,0,0,0,31.4413484692123,35.15651874785,0,0,0,1,0,0,80,0,20,0,0,0,"Pequena",0,"Edicion",1,0,2782883.03900875,0,0,19,23.3335292361805,11.7647058823529,31.096576350455
"2",FALSE,3,2,0,2.30769230769231,1,1,0,1,1,1,1,1,0,1,0,0,0,4.61538461538462,0,1,0,0,1,0,0,0,0,0,0,0,1,"Grande",0,"Confecciones",0,1,19419342.865526,0,0,130,53.0915146600852,0,41.9005153158936
"4",FALSE,3,3,3,11.1147708973796,3,1,5,2,1,1,1,1,1,1,1,1,1,13.3377250768555,8.89181671790367,1,1,1,1,0,0,10,0,5,0,1,1,"Mediana",NA,"Papel",0,0,18537985.8098182,1,0,45,68.139384583511,2.22222222222222,88.4440045478402
"2",FALSE,2,1,1,15.5501089324619,2,1,0,1,0,1,1,1,0,0,0,1,1,22.6034858387799,8.49673202614379,1,0,1,1,0,0,0,0,0,0,0,1,"Mediana",0,"Material electrico, radio, television",0,0,7820290.69833105,1,0,35.3333333333333,44.2900127286672,-5.55555555555556,32.3426944605296
"4",FALSE,3,3,3,9.69675599435828,3,3,63.3333333333333,2,1,1,1,1,1,1,1,1,1,7.54583921015515,11.8476727785614,1,1,1,1,1,1,20,100,70,1,0,1,"Grande",1,"Productos de caucho y plastico",1,1,294457143.456807,1,0,NA,53.9249543785347,NA,38.4948898413027
"3",FALSE,3,3,2,6.07707383826787,1,3,0,0,1,1,1,1,1,1,0,1,1,3.03853691913393,9.1156107574018,1,0,0,1,1,1,0,0,0,0,0,0,"Grande",0,"Otros minerales no metalicos",0,0,22577435.3558615,0,0,132.333333333333,-53.334956580512,11.6666666666667,-62.203892462159
"4",FALSE,3,2,2,25,1,1,60,2,1,1,1,1,0,1,0,1,1,25,25,0,1,0,1,0,0,100,0,80,0,1,1,"Pequena",0,"Productos quimicos",0,1,11295422.482208,1,0,24,57.9100935265386,0,66.0887543851603
"4",TRUE,3,2,2,2.46732026143791,2,2,83.3333333333333,1,1,1,1,1,0,1,0,1,1,3.28976034858388,1.64488017429194,1,1,0,1,0,1,50,100,100,0,0,1,"Grande",0,"Frigorificos",0,1,31109895.5630057,1,0,121.666666666667,13.3269306665746,-0.833333333333333,12.9416593574457
"3",FALSE,3,3,2,27.6120668393144,1,2,0,0,1,1,1,1,1,1,1,1,1,15.8157602663707,39.408373412258,1,0,0,1,1,0,0,0,0,0,0,0,"Mediana",0,"Instrumentos medicos",1,1,15460983.0622937,1,0,50.6666666666667,4.45812861154949,-9.43396226415094,17.9024758392249
"4",FALSE,3,3,3,7.97562268150503,3,2,6.66666666666667,2,1,1,1,1,1,1,1,1,1,12.1886592474828,3.76258611552729,1,1,1,1,0,1,0,0,20,1,1,0,"Mediana",0,"Productos de caucho y plastico",0,1,7146861.17761346,1,0,23.6666666666667,NA,Inf,Inf
"2",FALSE,2,2,1,1.13909715713839,1,2,0,0,0,1,1,1,0,1,0,1,0,2.27819431427679,0,0,1,0,1,0,1,0,0,0,0,0,0,"Grande",0,"Muebles",0,0,7086767.03214614,0,0,88.3333333333333,37.5919945233084,-9.27835051546392,18.7596500672111
"1",FALSE,1,1,0,13.2979593505909,3,2,0,2,0,0,1,1,0,0,0,0,1,14.2313826524353,12.3645360487466,1,1,1,1,1,0,0,0,0,1,1,0,"Mediana",0,"Productos de caucho y plastico",1,1,12400494.8570014,1,0,54.6666666666667,23.172157719091,-8.7719298245614,23.2260994403914
"1",FALSE,0,1,1,22.9166666666667,1,2,0,0,0,0,0,0,0,1,0,1,1,33.3333333333333,12.5,0,1,0,1,0,1,0,0,0,0,0,0,"Pequena",0,"Edicion",0,1,1261145.13036073,1,0,16,47.6484521461336,0,40.7248239541509
"4",FALSE,3,2,1,6.09584214235376,3,1,100,3,1,1,1,1,1,0,0,1,1,12.1916842847075,0,1,1,1,1,0,0,100,100,100,1,1,1,"Mediana",1,"Productos quimicos",1,0,15808748.4899167,1,0,43.6666666666667,77.760171608368,0,127.850838704162
"2",FALSE,2,2,2,10.5983302411874,0,0,66.6666666666667,1,1,0,1,1,0,1,1,0,1,7.02819006390436,14.1684704184704,0,0,0,0,0,0,100,0,100,0,0,1,"Mediana",0,"Otros minerales no metalicos",0,0,11113254.1823664,1,0,54.3333333333333,84.8965883575934,-27.2727272727273,8.63163840662229
"3",FALSE,3,3,2,27.6388888888889,0,2,33.3333333333333,1,1,1,1,1,1,1,1,1,1,36.3888888888889,18.8888888888889,0,0,0,1,1,0,75,0,25,1,0,0,"Pequena",0,"Muebles",0,1,5382825.81166568,1,0,18,461.100822156245,140,651.68778197298
"4",FALSE,3,3,1,11.6785541878752,2,2,100,3,1,1,1,1,1,1,0,1,1,6.6561478040407,16.7009605717096,1,1,0,1,0,1,100,100,100,1,1,1,"Grande",1,"Otros minerales no metalicos",1,0,43955105.5469094,1,0,160,63.8798333103193,-7.78443113772455,42.5814760966786
"3",FALSE,3,3,2,6.10543698778993,1,1,0,1,1,1,1,1,1,1,1,1,1,2.72304389951449,9.48783007606537,1,0,0,1,0,0,0,0,0,0,1,0,"Grande",0,"Metales comunes",1,0,31690471.7231758,1,0,191.666666666667,22.1390497264085,4.76190476190476,7.73576867380244
"1",FALSE,1,1,1,1.95443380004913,1,1,0,0,0,0,1,1,0,0,0,1,0,2.60591173339884,1.30295586669942,1,0,0,1,0,0,0,0,0,0,0,0,"Grande",0,"Alimentos",1,0,18742448.3482973,0,0,236.111111111111,-46.5998130458858,-2.08044382801665,23.5148772493866
"2",FALSE,2,1,1,5.87516960651289,1,2,0,3,1,1,0,1,0,0,0,1,1,7.53052917232021,4.21981004070557,1,0,0,1,0,1,0,0,0,1,1,1,"Mediana",0,"Otros productos de metal",0,0,21600193.2649121,0,0,71.3333333333333,36.8416313450618,14.9253731343284,56.9162759655684
"3",TRUE,0,1,3,20.2886710239652,1,3,0,2,0,0,0,1,0,0,1,1,1,21.6230936819172,18.9542483660131,0,1,0,1,1,1,0,0,0,0,1,1,"Pequena",0,"Material electrico, radio, television",0,1,14455268.0928257,1,0,15.6666666666667,20.5255793558992,50,86.9451608198212
"1",FALSE,1,1,1,16.5798611111111,1,1,44.3333333333333,3,0,1,0,1,0,0,0,0,1,6.43115942028985,26.7285628019324,0,1,0,1,0,0,80,3,50,1,1,1,"Mediana",NA,"Aparatos de uso domestico",0,1,48656668.0029252,1,0,67.3333333333333,19.3251823629689,0,23.1700381111307
"3",FALSE,3,2,3,10.4921767971736,2,1,33.3333333333333,1,1,1,1,1,1,0,1,1,1,7.12524334847502,13.8591102458721,1,1,0,1,0,0,100,0,0,1,0,0,"Mediana",0,"Carrocerias,  remolques y semirremolques",1,0,20967401.2668001,1,0,70.3333333333333,39.5590295791985,-10.6666666666667,26.9630943229397
